author
Hallinger M
Heijmans M
Hermanutz L
Hik DS
Hofgaard A
Holmgren M
Huebner DC
Høye TT
Jónsdóttir IS
Kaarlejärvi E
Kissler E
Kumpula T
Limpens J
Myers‐Smith IH
Normand S
Post E
Rocha AV
Schmidt NM
Skarin A
Soininen EM
Sokolov A
Sokolova N
Speed JDM
Street L
Tananaev N
Tremblay J
Urbanowicz C
Watts DA
Zimmermann H
Olofsson J
Petkevicius K
Palmgren H
Glover MS
Ahnmark A
Andréasson AC
Madeyski-Bengtson K
Kawana H
Allman EL
Kaper D
Uhrbom M
Andersson L
Aasehaug L
Forsström J
Wallin S
Ahlstedt I
Leke R
Karlsson D
González-King H
Löfgren L
Nilsson R
Pellegrini G
Kono N
Aoki J
Hess S
Sienski G
Pilon M
Bohlooly-Y M
Maresca M
Peng XR
Antoniadi I
Mateo-Bonmatí E
Pernisová M
Brunoni F
Antoniadi M
Villalonga MG
Ament A
Karády M
Turnbull C
Doležal K
Pěnčík A
Ljung K
Novák O
OEIP – Cytokinin Micro Application Modulates Root Development with High Spatial Resolution
Sakuraba K
Krishnamurthy A
Sun J
Zheng X
Xu C
Peng B
Engström M
Jakobsson PJ
Wermeling F
Catrina S
Grönwall C
Catrina AI
Réthi B
Björkblom B
Wibom C
Eriksson M
Bergenheim AT
Sjöberg RL
Jonsson P
Brännström T
Antti H
Sandström M
Melin B
Ambikan AT
Yang H
Krishnan S
Svensson Akusjärvi S
Gupta S
Lourda M
Sperk M
Arif M
Zhang C
Nordqvist H
Ponnan SM
Sönnerborg A
Treutiger CJ
O'Mahony L
Mardinoglu A
Benfeitas R
Neogi U
Claeson AS
Lindberg RH
Gouveia-Figueira S
Nording ML
Spain O
Funk C
van Dijk LJA
Regazzoni EDE
Albrectsen BR
Ehrlén J
Abdelfattah A
Stenlund H
Pawlowski K
Tack AJM
Liebsch D
Juvany M
Li Z
Wang HL
Ziolkowska A
Chrobok D
Boussardon C
Wen X
Law SR
Janečková H
Brouwer B
Lindén P
Delhomme N
Stenlund H
Moritz T
Gardeström P
Guo H
Keech O
Bandara T
Brugel S
Andersson A
Lau DCP
Kim SY
Rasmussen U
Rydberg S
Casanova-Sáez R
Mateo-Bonmatí E
Šimura J
Pěnčík A
Novák O
Staswick P
Ljung K
Rabe P
Gehmlich M
Peters A
Krumbholz P
Nordström A
Stäubert C
Jääskeläinen T
Kärkkäinen O
Heinonen S
Hanhineva K
Laivuori H
Bandara T
Brugel S
Andersson A
Lau DCP
Diamanti R
Srinivas V
Johansson AI
Nordström A
Griese JJ
Lebrette H
Högbom M
Kokla A
Leso M
Zhang X
Simura J
Serivichyaswat PT
Cui S
Ljung K
Yoshida S
Melnyk CW
Long M
Sanchez-Martinez A
Longo M
Suomi F
Stenlund H
Johansson AI
Ehsan H
Salo VT
Montava-Garriga L
Naddafi S
Ikonen E
Ganley IG
Whitworth AJ
McWilliams TG
Fataftah N
Edlund E
Lihavainen J
Bag P
Björkén L
Näsholm T
Jansson S
Skoug C
Holm C
Duarte JMN
Späth J
Fick J
McCallum E
Cerveny D
Nording ML
Brodin T
Amanda D
Frey FP
Neumann U
Przybyl M
Šimura J
Zhang Y
Chen Z
Gallavotti A
Fernie AR
Ljung K
Acosta IF
Tripathi R
Aggarwal T
Lindberg FA
Klemm AH
Fredriksson R
Svennerstam H
Jämtgård S
Dubbelboer IR
Barmpatsalou V
Rodler A
Karlsson E
Nunes SF
Holmberg J
Häggström J
Bergström CAS
Hodek O
Argemi-Muntadas L
Khan A
Moritz T
Zhu S
Bäckström D
Forsgren L
Trupp M
Gabriel MB
Carneiro MJ
de Camargo RCR
Sawaya ACHF
Maqdasy S
Lecoutre S
Renzi G
Frendo-Cumbo S
Rizo-Roca D
Moritz T
Juvany M
Hodek O
Gao H
Couchet M
Witting M
Kerr A
Bergo MO
Choudhury RP
Aouadi M
Zierath JR
Krook A
Mejhert N
Rydén M
Mikaeloff F
Svensson Akusjärvi S
Ikomey GM
Krishnan S
Sperk M
Gupta S
Magdaleno GDV
Escós A
Lyonga E
Okomo MC
Tagne CT
Babu H
Lorson CL
Végvári Á
Banerjea AC
Kele J
Hanna LE
Singh K
de Magalhães JP
Benfeitas R
Neogi U
Späth J
Brodin T
McCallum E
Cerveny D
Fick J
Nording ML
Benavente V
Lage S
Gentili FG
Jansson S
Chorell E
Otten J
Stomby A
Ryberg M
Waling M
Hauksson J
Svensson M
Olsson T
Barmpatsalou V
Dubbelboer IR
Rodler A
Jacobson M
Karlsson E
Pedersen BL
Bergström CAS
Lau DCP
Jonsson A
Isles PDF
Creed IF
Bergström AK
Marabita F
James T
Karhu A
Virtanen H
Kettunen K
Stenlund H
Boulund F
Hellström C
Neiman M
Mills R
Perheentupa T
Laivuori H
Helkkula P
Byrne M
Jokinen I
Honko H
Kallonen A
Ermes M
Similä H
Lindholm M
Widén E
Ripatti S
Perälä-Heape M
Engstrand L
Nilsson P
Moritz T
Miettinen T
Sallinen R
Kallioniemi O
Claeson AS
Sommar J
Liljelind I
Elksnis A
Schiffer TA
Palm F
Wang Y
Cen J
Turpaev K
Ngamjariyawat A
Younis S
Huang S
Shen Y
Leng Y
Bergsten P
Karlsborn T
Welsh N
Wang X
Correia C
Wang QD
Linhardt G
Carlsson LG
Ulfenborg B
Walentinsson A
Rydén-Markinhutha K
Behrendt M
Wikström J
Sartipy P
Jennbacken K
Synnergren J
Zhou X
Mikaeloff F
Curbo S
Zhao Q
Kuiper R
Végvári Á
Neogi U
Karlsson A
Templalexis D
Tsitsekian D
Liu C
Daras G
Šimura J
Moschou P
Ljung K
Hatzopoulos P
Rigas S
Mateo-Bonmatí E
Casanova-Sáez R
Šimura J
Ljung K
Otten J
Stomby A
Waling M
Chorell E
Ryberg M
Svensson M
Holst JJ
Olsson T
Sjögren RJO
Rizo-Roca D
Chibalin AV
Chorell E
Furrer R
Katayama S
Harada J
Karlsson HKR
Handschin C
Moritz T
Krook A
Näslund E
Zierath JR
Plett KL
Buckley S
Plett JM
Anderson IC
Lundberg-Felten J
Jämtgård S
Smith JAB
Savikj M
Sethi P
Platt S
Gabriel BM
Hawley JA
Dunstan D
Krook A
Zierath JR
Näslund E
Olsson M
Hellman U
Wixner J
Anan I
Stenlund H
Nilholm C
Chorell E
Roth B
D'Amato M
Ohlsson B
Tribble JR
Otmani A
Sun S
Ellis SA
Cimaglia G
Vohra R
Jöe M
Lardner E
Venkataraman AP
Domínguez-Vicent A
Kokkali E
Rho S
Jóhannesson G
Burgess RW
Fuerst PG
Brautaset R
Kolko M
Morgan JE
Crowston JG
Votruba M
Williams PA
Nyström S
Govender M
Yap SH
Kamarulzaman A
Rajasuriar R
Larsson M
Mendham AE
Goedecke JH
Zeng Y
Larsen S
George C
Hauksson J
Fortuin-de Smidt MC
Chibalin AV
Olsson T
Chorell E
Melo GA
Abreu IN
de Oliveira MB
Budzinski IGF
Silva LV
Pimenta MAS
Moritz T
van der Woude L
Piotrowski M
Klaasse G
Paulus JK
Krahn D
Ninck S
Kaschani F
Kaiser M
Novák O
Ljung K
Bulder S
van Verk M
Snoek BL
Fiers M
Martin NI
van der Hoorn RAL
Robert S
Smeekens S
van Zanten M
Mishra LS
Kim SY
Caddell DF
Coleman-Derr D
Funk C
Ilanidis D
Stagge S
Alriksson B
Jönsson LJ
Mboene Noah A
Casanova-Sáez R
Makondy Ango RE
Antoniadi I
Karady M
Novák O
Niemenak N
Ljung K
Lihavainen J
Edlund E
Björkén L
Bag P
Robinson KM
Jansson S
Dudka I
Chachaj A
Sebastian A
Tański W
Stenlund H
Gröbner G
Szuba A
Chantzichristos D
Svensson PA
Garner T
Glad CA
Walker BR
Bergthorsdottir R
Ragnarsson O
Trimpou P
Stimson RH
Borresen SW
Feldt-Rasmussen U
Jansson PA
Skrtic S
Stevens A
Johannsson G
Bai Y
Fernández-Calvo P
Ritter A
Huang AC
Morales-Herrera S
Bicalho KU
Karady M
Pauwels L
Buyst D
Njo M
Ljung K
Martins JC
Vanneste S
Beeckman T
Osbourn A
Goossens A
Pollier J
Vaughan-Hirsch J
Tallerday EJ
Burr CA
Hodgens C
Boeshore SL
Beaver K
Melling A
Sari K
Kerr ID
Šimura J
Ljung K
Xu D
Liang W
Bhosale R
Schaller GE
Bishopp A
Kieber JJ
Svenvik M
Raffetseder J
Brudin L
Lindberg R
Blomberg M
Axelsson D
Jenmalm MC
Ernerudh J
Nording ML
Natarajan K
Ullgren A
Khoshnood B
Johansson C
Laffita-Mesa JM
Pannee J
Zetterberg H
Blennow K
Graff C
Gandla ML
Mähler N
Escamez S
Skotare T
Obudulu O
Möller L
Abreu IN
Bygdell J
Hertzberg M
Hvidsten TR
Moritz T
Wingsle G
Trygg J
Tuominen H
Jönsson LJ
Herdenberg C
Mutie PM
Billing O
Abdullah A
Strawbridge RJ
Dahlman I
Tuck S
Holmlund C
Arner P
Henriksson R
Franks PW
Hedman H
Dominguez PG
Donev E
Derba-Maceluch M
Bünder A
Hedenström M
Tomášková I
Mellerowicz EJ
Niittylä T
Landberg K
Šimura J
Ljung K
Sundberg E
Thelander M
Chorell E
Olsson T
Jansson JH
Wennberg P
Reithuber E
Nannapaneni P
Rzhepishevska O
Lindgren AEG
Ilchenko O
Normark S
Almqvist F
Henriques-Normark B
Mellroth P
Gaillochet C
Burko Y
Platre MP
Zhang L
Simura J
Willige BC
Kumar SV
Ljung K
Chory J
Busch W
De Zio E
Montagnoli A
Karady M
Terzaghi M
Sferra G
Antoniadi I
Scippa GS
Ljung K
Chiatante D
Trupiano D
Antunes ERM
Duarte RS
Moritz T
Sawaya ACHF
Abreu IN
Aksmann A
Bajhaiya AK
Benlloch R
Giordano M
Pokora W
Selstam E
Moritz T
Abreu IN
Johansson AI
Sokołowska K
Niittylä T
Sundberg B
Hvidsten TR
Street NR
Moritz T
Jonsson P
Antti H
Späth F
Melin B
Björkblom B
Ramberg E
Burdon FJ
Sargac J
Kupilas B
Rîşnoveanu G
Lau DCP
Johnson RK
McKie BG
Dong Y
Majda M
Šimura J
Horvath R
Srivastava AK
Łangowski Ł
Eldridge T
Stacey N
Slotte T
Sadanandom A
Ljung K
Smith RS
Østergaard L
Tebani A
Gummesson A
Zhong W
Koistinen IS
Lakshmikanth T
Olsson LM
Boulund F
Neiman M
Stenlund H
Hellström C
Karlsson MJ
Arif M
Dodig-Crnković T
Mardinoglu A
Lee S
Zhang C
Chen Y
Olin A
Mikes J
Danielsson H
von Feilitzen K
Jansson PA
Angerås O
Huss M
Kjellqvist S
Odeberg J
Edfors F
Tremaroli V
Forsström B
Schwenk JM
Nilsson P
Moritz T
Bäckhed F
Engstrand L
Brodin P
Bergström G
Uhlen M
Fagerberg L
Antoniadi I
Novák O
Gelová Z
Johnson A
Plíhal O
Simerský R
Mik V
Vain T
Mateo-Bonmatí E
Karady M
Pernisová M
Plačková L
Opassathian K
Hejátko J
Robert S
Friml J
Doležal K
Ljung K
Turnbull C
Moessinger C
Nilsson I
Muhl L
Zeitelhofer M
Heller Sahlgren B
Skogsberg J
Eriksson U
Vihlborg P
Graff P
Hagenbjörk A
Hadrévi J
Bryngelsson IL
Eriksson K
Ware A
Walker CH
Šimura J
González-Suárez P
Ljung K
Bishopp A
Wilson ZA
Bennett T
Diamanti K
Visvanathar R
Pereira MJ
Cavalli M
Pan G
Kumar C
Skrtic S
Risérus U
Eriksson JW
Kullberg J
Komorowski J
Wadelius C
Ahlström H
Dudka I
Thysell E
Lundquist K
Antti H
Iglesias-Gato D
Flores-Morales A
Bergh A
Wikström P
Gröbner G
Hubert M
Larsson E
Vegesna NVG
Ahnlund M
Johansson AI
Moodie LW
Lundmark R
Weber D
Egan PA
Muola A
Ericson LE
Stenberg JA
Bos MM
Noordam R
Bennett K
Beekman M
Mook-Kanamori DO
Willems van Dijk K
Slagboom PE
Lundstedt T
Surowiec I
van Heemst D
Khoomrung S
Nookaew I
Sen P
Olafsdottir TA
Persson J
Moritz T
Andersen P
Harandi AM
Nielsen J
Björkblom B
Jonsson P
Tabatabaei P
Bergström P
Johansson M
Asklund T
Bergenheim AT
Antti H
Hajheidari M
Wang Y
Bhatia N
Vuolo F
Franco-Zorrilla JM
Karady M
Mentink RA
Wu A
Oluwatobi BR
Müller B
Dello Ioio R
Laurent S
Ljung K
Huijser P
Gan X
Tsiantis M
van der Woude LC
Perrella G
Snoek BL
van Hoogdalem M
Novák O
van Verk MC
van Kooten HN
Zorn LE
Tonckens R
Dongus JA
Praat M
Stouten EA
Proveniers MCG
Vellutini E
Patitaki E
Shapulatov U
Kohlen W
Balasubramanian S
Ljung K
van der Krol AR
Smeekens S
Kaiserli E
van Zanten M
Muthu M
Kumar R
Syed Khaja AS
Gilthorpe JD
Persson JL
Nordström A
Zhu S
Wuolikainen A
Wu J
Öhman A
Wingsle G
Moritz T
Andersen PM
Forsgren L
Trupp M
Kloth KJ
Abreu IN
Delhomme N
Petřík I
Villard C
Ström C
Amini F
Novák O
Moritz T
Albrectsen BR
He X
Parenti M
Grip T
Domellöf M
Lönnerdal B
Hernell O
Timby N
Slupsky CM
Diamanti K
Cavalli M
Pan G
Pereira MJ
Kumar C
Skrtic S
Grabherr M
Risérus U
Eriksson JW
Komorowski J
Wadelius C
Bergman A
Hellgren J
Moritz T
Siewers V
Nielsen J
Chen Y
Diab J
Hansen T
Goll R
Stenlund H
Jensen E
Moritz T
Florholmen J
Forsdahl G
Ceballos J
Schwalfenberg M
Karageorgis G
Reckzeh ES
Sievers S
Ostermann C
Pahl A
Sellstedt M
Nowacki J
Carnero Corrales MA
Wilke J
Laraia L
Tschapalda K
Metz M
Sehr DA
Brand S
Winklhofer K
Janning P
Ziegler S
Waldmann H
Van Moerkercke A
Duncan O
Zander M
Šimura J
Broda M
Vanden Bossche R
Lewsey MG
Lama S
Singh KB
Ljung K
